Day,User,Hospital,Score,Rank,User_Preferred_Department,User_Preferred_Parameter,Avg_Waiting_Time,Doctor_Availability,Rating,Distance,Num_Reviews,Reward
52,User_38,Department of Pediatrics || Apollo Children Hospital Greams Road,37.016999999999996,1,Pediatric,Doctor_Availability,26,0,4.6,8.0,241,0.8758180358462364
52,User_39,Department of Pediatrics || Apollo Children Hospital Greams Road,37.016999999999996,1,Pediatric,Doctor_Availability,26,0,4.6,8.0,241,0.9547814700896818
52,User_40,Department of Pediatrics || Apollo Children Hospital Greams Road,37.016999999999996,1,Pediatric,Doctor_Availability,26,0,4.6,8.0,241,0.9475838399596892
52,User_42,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.9828589388567507
52,User_43,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.9273787866917571
52,User_44,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.9945314548408278
52,User_45,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.8217921830398468
52,User_46,Department of Pediatrics || Apollo Children Hospital Greams Road,38.167,1,Pediatric,Rating,26,0,4.6,8.0,241,0.9767249838686145
52,User_47,Dheeraj ENT clinic,67.41114285714286,1,Multi-Specialty,Rating,32,0,3.8,5.0,438,0.9901762530216445
52,User_47,S V MULTI SPECIALITY HOSPITAL,64.54735714285714,2,Multi-Specialty,Rating,21,1,3.6,1.9,418,0.7658990121936409
52,User_47,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",63.95507142857143,3,Multi-Specialty,Rating,52,0,4.2,14.9,415,0.422822635779282
52,User_47,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,62.030071428571425,4,Multi-Specialty,Rating,22,1,3.7,2.3,401,0.22665289207970923
52,User_47,Priya Hospitals Orthopaedic Hospital,58.12035714285714,5,Multi-Specialty,Rating,55,0,3.2,3.3,378,0.1796790833545342
52,User_48,Dheeraj ENT clinic,66.46114285714286,1,Multi-Specialty,Doctor_Availability,32,0,3.8,5.0,438,0.92535905764632
52,User_48,S V MULTI SPECIALITY HOSPITAL,63.89735714285714,2,Multi-Specialty,Doctor_Availability,21,1,3.6,1.9,418,0.6235197768014995
52,User_48,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90507142857143,3,Multi-Specialty,Doctor_Availability,52,0,4.2,14.9,415,0.40930551169528906
52,User_48,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.35507142857143,4,Multi-Specialty,Doctor_Availability,22,1,3.7,2.3,401,0.34977367973564766
52,User_48,Priya Hospitals Orthopaedic Hospital,57.32035714285714,5,Multi-Specialty,Doctor_Availability,55,0,3.2,3.3,378,0.1491577841842143
52,User_49,Dheeraj ENT clinic,66.63971428571429,1,Multi-Specialty,Distance,32,0,3.8,5.0,438,0.8629589960662614
52,User_49,S V MULTI SPECIALITY HOSPITAL,63.88128571428571,2,Multi-Specialty,Distance,21,1,3.6,1.9,418,0.6597518906391782
52,User_49,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90685714285714,3,Multi-Specialty,Distance,52,0,4.2,14.9,415,0.5086199758404102
52,User_49,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.33185714285714,4,Multi-Specialty,Distance,22,1,3.7,2.3,401,0.303117001012685
52,User_49,Priya Hospitals Orthopaedic Hospital,57.52928571428571,5,Multi-Specialty,Distance,55,0,3.2,3.3,378,0.09220921065558985
52,User_50,Sai Ortho Care Orthopedic Hospital,46.25442857142857,1,Orthopedic,Distance,54,1,3.5,11.1,303,0.9243217254825119
52,User_52,Dheeraj ENT clinic,67.41114285714286,1,Multi-Specialty,Rating,32,0,3.8,5.0,438,0.9068477435255257
52,User_52,S V MULTI SPECIALITY HOSPITAL,64.54735714285714,2,Multi-Specialty,Rating,21,1,3.6,1.9,418,0.6350396454096339
52,User_52,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",63.95507142857143,3,Multi-Specialty,Rating,52,0,4.2,14.9,415,0.5462785976250775
52,User_52,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,62.030071428571425,4,Multi-Specialty,Rating,22,1,3.7,2.3,401,0.2570355545394205
52,User_52,Priya Hospitals Orthopaedic Hospital,58.12035714285714,5,Multi-Specialty,Rating,55,0,3.2,3.3,378,0.01771600809978302
52,User_53,Department of Pediatrics || Apollo Children Hospital Greams Road,37.141999999999996,1,Pediatric,Distance,26,0,4.6,8.0,241,0.8014312802607755
52,User_55,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.8746485996361117
52,User_56,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.8122051192521753
52,User_57,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.8107962299489244
52,User_58,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.9728226033290848
52,User_59,Dheeraj ENT clinic,66.63971428571429,1,Multi-Specialty,Distance,32,0,3.8,5.0,438,0.8501642896283742
52,User_59,S V MULTI SPECIALITY HOSPITAL,63.88128571428571,2,Multi-Specialty,Distance,21,1,3.6,1.9,418,0.651413402143566
52,User_59,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90685714285714,3,Multi-Specialty,Distance,52,0,4.2,14.9,415,0.5176890848441724
52,User_59,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.33185714285714,4,Multi-Specialty,Distance,22,1,3.7,2.3,401,0.39691302172743725
52,User_59,Priya Hospitals Orthopaedic Hospital,57.52928571428571,5,Multi-Specialty,Distance,55,0,3.2,3.3,378,0.17582325740721294
52,User_61,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.9589561674751543
52,User_63,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.9069490585115109
52,User_64,Department of Pediatrics || Apollo Children Hospital Greams Road,37.187,1,Pediatric,Avg_Waiting_Time,26,0,4.6,8.0,241,0.8590722681163501
52,User_66,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.8842882296053854
52,User_67,Department of Pediatrics || Apollo Children Hospital Greams Road,37.187,1,Pediatric,Avg_Waiting_Time,26,0,4.6,8.0,241,0.8973232500442465
52,User_68,Department of Pediatrics || Apollo Children Hospital Greams Road,97.26700000000001,1,Pediatric,Num_Reviews,26,0,4.6,8.0,241,0.9271439525870196
52,User_69,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.911539982927619
52,User_71,Dheeraj ENT clinic,66.46114285714286,1,Multi-Specialty,Doctor_Availability,32,0,3.8,5.0,438,0.863214099865171
52,User_71,S V MULTI SPECIALITY HOSPITAL,63.89735714285714,2,Multi-Specialty,Doctor_Availability,21,1,3.6,1.9,418,0.7789194144784348
52,User_71,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90507142857143,3,Multi-Specialty,Doctor_Availability,52,0,4.2,14.9,415,0.4422103539736257
52,User_71,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.35507142857143,4,Multi-Specialty,Doctor_Availability,22,1,3.7,2.3,401,0.38092858672392127
52,User_71,Priya Hospitals Orthopaedic Hospital,57.32035714285714,5,Multi-Specialty,Doctor_Availability,55,0,3.2,3.3,378,0.05756098618256955
52,User_72,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.972217531921887
52,User_73,Department of Pediatrics || Apollo Children Hospital Greams Road,37.187,1,Pediatric,Avg_Waiting_Time,26,0,4.6,8.0,241,0.8735733976761334
52,User_74,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.9397876104853815
52,User_75,Department of Pediatrics || Apollo Children Hospital Greams Road,97.26700000000001,1,Pediatric,Num_Reviews,26,0,4.6,8.0,241,0.9808740936654912
52,User_77,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.8989265839183898
52,User_78,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.9767475289442331
52,User_79,Department of Pediatrics || Apollo Children Hospital Greams Road,37.187,1,Pediatric,Avg_Waiting_Time,26,0,4.6,8.0,241,0.8759715955977284
52,User_82,Department of Pediatrics || Apollo Children Hospital Greams Road,38.167,1,Pediatric,Rating,26,0,4.6,8.0,241,0.8954168542830463
52,User_85,Department of Pediatrics || Apollo Children Hospital Greams Road,37.016999999999996,1,Pediatric,Doctor_Availability,26,0,4.6,8.0,241,0.9126884187980061
52,User_87,Dheeraj ENT clinic,175.96114285714287,1,Multi-Specialty,Num_Reviews,32,0,3.8,5.0,438,0.8176768086147354
52,User_87,S V MULTI SPECIALITY HOSPITAL,168.14735714285715,2,Multi-Specialty,Num_Reviews,21,1,3.6,1.9,418,0.669404164046225
52,User_87,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",166.65507142857143,3,Multi-Specialty,Num_Reviews,52,0,4.2,14.9,415,0.5604430860963392
52,User_87,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,161.35507142857142,4,Multi-Specialty,Num_Reviews,22,1,3.7,2.3,401,0.3130934575624477
52,User_87,Priya Hospitals Orthopaedic Hospital,151.82035714285715,5,Multi-Specialty,Num_Reviews,55,0,3.2,3.3,378,0.05350031820959489
52,User_88,Department of Pediatrics || Apollo Children Hospital Greams Road,37.141999999999996,1,Pediatric,Distance,26,0,4.6,8.0,241,0.9962830722890613
52,User_89,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.8448631223882148
52,User_90,Dheeraj ENT clinic,66.63971428571429,1,Multi-Specialty,Distance,32,0,3.8,5.0,438,0.8885831211622328
52,User_90,S V MULTI SPECIALITY HOSPITAL,63.88128571428571,2,Multi-Specialty,Distance,21,1,3.6,1.9,418,0.7033779728844908
52,User_90,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90685714285714,3,Multi-Specialty,Distance,52,0,4.2,14.9,415,0.4714718260188871
52,User_90,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.33185714285714,4,Multi-Specialty,Distance,22,1,3.7,2.3,401,0.3697712312711843
52,User_90,Priya Hospitals Orthopaedic Hospital,57.52928571428571,5,Multi-Specialty,Distance,55,0,3.2,3.3,378,0.020326490478117767
52,User_91,Department of Pediatrics || Apollo Children Hospital Greams Road,37.016999999999996,1,Pediatric,Doctor_Availability,26,0,4.6,8.0,241,0.935526194049976
52,User_92,Department of Pediatrics || Apollo Children Hospital Greams Road,37.141999999999996,1,Pediatric,Distance,26,0,4.6,8.0,241,0.9166300311709973
52,User_94,Dheeraj ENT clinic,67.41114285714286,1,Multi-Specialty,Rating,32,0,3.8,5.0,438,0.8114842194827052
52,User_94,S V MULTI SPECIALITY HOSPITAL,64.54735714285714,2,Multi-Specialty,Rating,21,1,3.6,1.9,418,0.7181474439016688
52,User_94,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",63.95507142857143,3,Multi-Specialty,Rating,52,0,4.2,14.9,415,0.5346581418092434
52,User_94,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,62.030071428571425,4,Multi-Specialty,Rating,22,1,3.7,2.3,401,0.2762797356169693
52,User_94,Priya Hospitals Orthopaedic Hospital,58.12035714285714,5,Multi-Specialty,Rating,55,0,3.2,3.3,378,0.18124686360112938
52,User_95,Dheeraj ENT clinic,66.60114285714286,1,Multi-Specialty,Avg_Waiting_Time,32,0,3.8,5.0,438,0.9543195162687438
52,User_95,S V MULTI SPECIALITY HOSPITAL,63.84235714285714,2,Multi-Specialty,Avg_Waiting_Time,21,1,3.6,1.9,418,0.7383598294983638
52,User_95,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.94507142857143,3,Multi-Specialty,Avg_Waiting_Time,52,0,4.2,14.9,415,0.4338856423102724
52,User_95,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.295071428571426,4,Multi-Specialty,Avg_Waiting_Time,22,1,3.7,2.3,401,0.37801129849704573
52,User_95,Priya Hospitals Orthopaedic Hospital,57.34535714285714,5,Multi-Specialty,Avg_Waiting_Time,55,0,3.2,3.3,378,0.1169472843097162
52,User_97,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.9339129521315784
52,User_98,Dheeraj ENT clinic,66.60114285714286,1,Multi-Specialty,Avg_Waiting_Time,32,0,3.8,5.0,438,0.8943196103031735
52,User_98,S V MULTI SPECIALITY HOSPITAL,63.84235714285714,2,Multi-Specialty,Avg_Waiting_Time,21,1,3.6,1.9,418,0.6279602933044931
52,User_98,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.94507142857143,3,Multi-Specialty,Avg_Waiting_Time,52,0,4.2,14.9,415,0.4237500075092984
52,User_98,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.295071428571426,4,Multi-Specialty,Avg_Waiting_Time,22,1,3.7,2.3,401,0.2766484919594663
52,User_98,Priya Hospitals Orthopaedic Hospital,57.34535714285714,5,Multi-Specialty,Avg_Waiting_Time,55,0,3.2,3.3,378,0.19253803962225471
52,User_99,Dheeraj ENT clinic,66.60114285714286,1,Multi-Specialty,Avg_Waiting_Time,32,0,3.8,5.0,438,0.8047981523338509
52,User_99,S V MULTI SPECIALITY HOSPITAL,63.84235714285714,2,Multi-Specialty,Avg_Waiting_Time,21,1,3.6,1.9,418,0.6860209787786059
52,User_99,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.94507142857143,3,Multi-Specialty,Avg_Waiting_Time,52,0,4.2,14.9,415,0.5220511054549891
52,User_99,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.295071428571426,4,Multi-Specialty,Avg_Waiting_Time,22,1,3.7,2.3,401,0.22774995006389484
52,User_99,Priya Hospitals Orthopaedic Hospital,57.34535714285714,5,Multi-Specialty,Avg_Waiting_Time,55,0,3.2,3.3,378,0.1773276778577905
52,User_100,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.8854777550788797
53,User_1,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.8027507519712836
53,User_3,Department of Pediatrics || Apollo Children Hospital Greams Road,37.141999999999996,1,Pediatric,Distance,26,0,4.6,8.0,241,0.8587495310071311
53,User_5,Dheeraj ENT clinic,67.41114285714286,1,Multi-Specialty,Rating,32,0,3.8,5.0,438,0.8518991018464015
53,User_5,S V MULTI SPECIALITY HOSPITAL,64.54735714285714,2,Multi-Specialty,Rating,21,1,3.6,1.9,418,0.7763378026976031
53,User_5,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",63.95507142857143,3,Multi-Specialty,Rating,52,0,4.2,14.9,415,0.42146245912577
53,User_5,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,62.030071428571425,4,Multi-Specialty,Rating,22,1,3.7,2.3,401,0.3058387723420756
53,User_5,Priya Hospitals Orthopaedic Hospital,58.12035714285714,5,Multi-Specialty,Rating,55,0,3.2,3.3,378,0.15992446482745448
53,User_6,Dheeraj ENT clinic,66.46114285714286,1,Multi-Specialty,Doctor_Availability,32,0,3.8,5.0,438,0.844659902659358
53,User_6,S V MULTI SPECIALITY HOSPITAL,63.89735714285714,2,Multi-Specialty,Doctor_Availability,21,1,3.6,1.9,418,0.7498822920489638
53,User_6,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90507142857143,3,Multi-Specialty,Doctor_Availability,52,0,4.2,14.9,415,0.5691389570042604
53,User_6,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.35507142857143,4,Multi-Specialty,Doctor_Availability,22,1,3.7,2.3,401,0.3511086973889556
53,User_6,Priya Hospitals Orthopaedic Hospital,57.32035714285714,5,Multi-Specialty,Doctor_Availability,55,0,3.2,3.3,378,0.09254219340372057
53,User_8,Department of Pediatrics || Apollo Children Hospital Greams Road,38.167,1,Pediatric,Rating,26,0,4.6,8.0,241,0.9269824116102631
53,User_10,Sai Ortho Care Orthopedic Hospital,46.25442857142857,1,Orthopedic,Distance,54,1,3.5,11.1,303,0.9280406603512386
53,User_11,Department of Pediatrics || Apollo Children Hospital Greams Road,97.26700000000001,1,Pediatric,Num_Reviews,26,0,4.6,8.0,241,0.9251265560641995
53,User_12,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.9729486063580138
53,User_13,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.969265330538312
53,User_14,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.8172608855108627
53,User_15,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.810504251707385
53,User_16,Dheeraj ENT clinic,66.60114285714286,1,Multi-Specialty,Avg_Waiting_Time,32,0,3.8,5.0,438,0.9217837161726624
53,User_16,S V MULTI SPECIALITY HOSPITAL,63.84235714285714,2,Multi-Specialty,Avg_Waiting_Time,21,1,3.6,1.9,418,0.6260525801384754
53,User_16,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.94507142857143,3,Multi-Specialty,Avg_Waiting_Time,52,0,4.2,14.9,415,0.4730933162598868
53,User_16,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.295071428571426,4,Multi-Specialty,Avg_Waiting_Time,22,1,3.7,2.3,401,0.22121817001493393
53,User_16,Priya Hospitals Orthopaedic Hospital,57.34535714285714,5,Multi-Specialty,Avg_Waiting_Time,55,0,3.2,3.3,378,0.15248384006507884
53,User_17,Dheeraj ENT clinic,67.41114285714286,1,Multi-Specialty,Rating,32,0,3.8,5.0,438,0.8719453606761227
53,User_17,S V MULTI SPECIALITY HOSPITAL,64.54735714285714,2,Multi-Specialty,Rating,21,1,3.6,1.9,418,0.6824162388405877
53,User_17,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",63.95507142857143,3,Multi-Specialty,Rating,52,0,4.2,14.9,415,0.5228025901841329
53,User_17,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,62.030071428571425,4,Multi-Specialty,Rating,22,1,3.7,2.3,401,0.38858174386924604
53,User_17,Priya Hospitals Orthopaedic Hospital,58.12035714285714,5,Multi-Specialty,Rating,55,0,3.2,3.3,378,0.19148731905140035
53,User_18,Dheeraj ENT clinic,67.41114285714286,1,Multi-Specialty,Rating,32,0,3.8,5.0,438,0.8094525273766868
53,User_18,S V MULTI SPECIALITY HOSPITAL,64.54735714285714,2,Multi-Specialty,Rating,21,1,3.6,1.9,418,0.6307944269958534
53,User_18,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",63.95507142857143,3,Multi-Specialty,Rating,52,0,4.2,14.9,415,0.5795187421858148
53,User_18,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,62.030071428571425,4,Multi-Specialty,Rating,22,1,3.7,2.3,401,0.33585725188240206
53,User_18,Priya Hospitals Orthopaedic Hospital,58.12035714285714,5,Multi-Specialty,Rating,55,0,3.2,3.3,378,0.04238813927948881
53,User_19,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.8539163031905225
53,User_20,Department of Pediatrics || Apollo Children Hospital Greams Road,97.26700000000001,1,Pediatric,Num_Reviews,26,0,4.6,8.0,241,0.9287270146813323
53,User_24,Dheeraj ENT clinic,67.41114285714286,1,Multi-Specialty,Rating,32,0,3.8,5.0,438,0.844965792975579
53,User_24,S V MULTI SPECIALITY HOSPITAL,64.54735714285714,2,Multi-Specialty,Rating,21,1,3.6,1.9,418,0.7961376231351356
53,User_24,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",63.95507142857143,3,Multi-Specialty,Rating,52,0,4.2,14.9,415,0.5251466975104092
53,User_24,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,62.030071428571425,4,Multi-Specialty,Rating,22,1,3.7,2.3,401,0.29621000067188424
53,User_24,Priya Hospitals Orthopaedic Hospital,58.12035714285714,5,Multi-Specialty,Rating,55,0,3.2,3.3,378,0.10752131890358858
53,User_25,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.9640269658564239
53,User_26,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.8169054218264752
53,User_27,Department of Pediatrics || Apollo Children Hospital Greams Road,37.141999999999996,1,Pediatric,Distance,26,0,4.6,8.0,241,0.8497961899472561
53,User_29,Sai Ortho Care Orthopedic Hospital,46.43478571428571,1,Orthopedic,Doctor_Availability,54,1,3.5,11.1,303,0.8414434626775342
53,User_30,Dheeraj ENT clinic,66.63971428571429,1,Multi-Specialty,Distance,32,0,3.8,5.0,438,0.932050411143131
53,User_30,S V MULTI SPECIALITY HOSPITAL,63.88128571428571,2,Multi-Specialty,Distance,21,1,3.6,1.9,418,0.7806473889632898
53,User_30,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90685714285714,3,Multi-Specialty,Distance,52,0,4.2,14.9,415,0.4297534034951886
53,User_30,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.33185714285714,4,Multi-Specialty,Distance,22,1,3.7,2.3,401,0.27491837249121814
53,User_30,Priya Hospitals Orthopaedic Hospital,57.52928571428571,5,Multi-Specialty,Distance,55,0,3.2,3.3,378,0.17343377528135445
53,User_32,Department of Pediatrics || Apollo Children Hospital Greams Road,97.26700000000001,1,Pediatric,Num_Reviews,26,0,4.6,8.0,241,0.9575628434873368
53,User_33,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.8062981302320271
53,User_35,Department of Pediatrics || Apollo Children Hospital Greams Road,38.167,1,Pediatric,Rating,26,0,4.6,8.0,241,0.8094008332603276
53,User_36,Sai Ortho Care Orthopedic Hospital,47.05978571428571,1,Orthopedic,Rating,54,1,3.5,11.1,303,0.8835979418950872
53,User_37,Dheeraj ENT clinic,66.46114285714286,1,Multi-Specialty,Doctor_Availability,32,0,3.8,5.0,438,0.9333099317562609
53,User_37,S V MULTI SPECIALITY HOSPITAL,63.89735714285714,2,Multi-Specialty,Doctor_Availability,21,1,3.6,1.9,418,0.6659686846482529
53,User_37,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90507142857143,3,Multi-Specialty,Doctor_Availability,52,0,4.2,14.9,415,0.5439553592048081
53,User_37,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.35507142857143,4,Multi-Specialty,Doctor_Availability,22,1,3.7,2.3,401,0.37939221320461014
53,User_37,Priya Hospitals Orthopaedic Hospital,57.32035714285714,5,Multi-Specialty,Doctor_Availability,55,0,3.2,3.3,378,0.058017554932924514
53,User_38,Department of Pediatrics || Apollo Children Hospital Greams Road,37.016999999999996,1,Pediatric,Doctor_Availability,26,0,4.6,8.0,241,0.842227484897893
53,User_39,Department of Pediatrics || Apollo Children Hospital Greams Road,37.016999999999996,1,Pediatric,Doctor_Availability,26,0,4.6,8.0,241,0.870429821338716
53,User_40,Department of Pediatrics || Apollo Children Hospital Greams Road,37.016999999999996,1,Pediatric,Doctor_Availability,26,0,4.6,8.0,241,0.98055402938635
53,User_42,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.9491392434843215
53,User_43,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.975259004786915
53,User_44,Sai Ortho Care Orthopedic Hospital,46.21478571428571,1,Orthopedic,Avg_Waiting_Time,54,1,3.5,11.1,303,0.9243758932110606
53,User_45,Sai Ortho Care Orthopedic Hospital,121.93478571428572,1,Orthopedic,Num_Reviews,54,1,3.5,11.1,303,0.9910707292690074
53,User_46,Department of Pediatrics || Apollo Children Hospital Greams Road,38.167,1,Pediatric,Rating,26,0,4.6,8.0,241,0.8184294664872589
53,User_47,Dheeraj ENT clinic,67.41114285714286,1,Multi-Specialty,Rating,32,0,3.8,5.0,438,0.9495366332875969
53,User_47,S V MULTI SPECIALITY HOSPITAL,64.54735714285714,2,Multi-Specialty,Rating,21,1,3.6,1.9,418,0.6444806590600449
53,User_47,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",63.95507142857143,3,Multi-Specialty,Rating,52,0,4.2,14.9,415,0.5960158191207234
53,User_47,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,62.030071428571425,4,Multi-Specialty,Rating,22,1,3.7,2.3,401,0.3629089083570313
53,User_47,Priya Hospitals Orthopaedic Hospital,58.12035714285714,5,Multi-Specialty,Rating,55,0,3.2,3.3,378,0.14766404545857054
53,User_48,Dheeraj ENT clinic,66.46114285714286,1,Multi-Specialty,Doctor_Availability,32,0,3.8,5.0,438,0.9115247908347222
53,User_48,S V MULTI SPECIALITY HOSPITAL,63.89735714285714,2,Multi-Specialty,Doctor_Availability,21,1,3.6,1.9,418,0.6317980744439223
53,User_48,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90507142857143,3,Multi-Specialty,Doctor_Availability,52,0,4.2,14.9,415,0.4267048201611781
53,User_48,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.35507142857143,4,Multi-Specialty,Doctor_Availability,22,1,3.7,2.3,401,0.3239337592179843
53,User_48,Priya Hospitals Orthopaedic Hospital,57.32035714285714,5,Multi-Specialty,Doctor_Availability,55,0,3.2,3.3,378,0.12599718651450417
53,User_49,Dheeraj ENT clinic,66.63971428571429,1,Multi-Specialty,Distance,32,0,3.8,5.0,438,0.9780654616883067
53,User_49,S V MULTI SPECIALITY HOSPITAL,63.88128571428571,2,Multi-Specialty,Distance,21,1,3.6,1.9,418,0.7704624089394675
53,User_49,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital",62.90685714285714,3,Multi-Specialty,Distance,52,0,4.2,14.9,415,0.42710817945963647
53,User_49,Department of Paediatric Cardiology Apollo Children's Hospital Chennai,61.33185714285714,4,Multi-Specialty,Distance,22,1,3.7,2.3,401,0.3873060025115671
53,User_49,Priya Hospitals Orthopaedic Hospital,57.52928571428571,5,Multi-Specialty,Distance,55,0,3.2,3.3,378,0.10613962247141291
